"","STATIONID","LAT","LONG","STATION"
"853","USW00053913","35.8517",-97.4142,"GUTHRIE MUNI AP"
"854","USW00053914","33.1828",-96.59,"MCKINNEY MUNI AP"
"855","USW00053915","30.0292",-91.8844,"NEW IBERIA AP - ACADIANA RGNL"
"856","USW00053917","30.0494",-90.0289,"NEW ORLEANS LAKEFRONT AP"
"857","USW00053918","36.3706",-92.4719,"MTN HOME BAXTER CO RGNL AP"
"858","USW00053919","33.6361",-91.7556,"MONTICELLO MUNI AP"
"859","USW00053920","35.2572",-93.095,"RUSSELLVILLE MUNI AP"
"860","USW00053925","34.0481",-94.4017,"DE QUEEN SEVIER CO AP"
"861","USW00053928","30.2189",-96.3742,"BRENHAM MUNI AP"
"862","USW00053931","38.0964",-92.5531,"KAISER AP"
"863","USW00053934","35.7261",-91.6472,"BATESVILLE RGNL AP"
"864","USW00053942","30.6792",-97.6794,"GEORGETOWN MUNI AP"
"865","USW00053948","31.5778",-94.7094,"NACOGDOCHES MANGHAM AP"
"866","USW00053952","31.4847",-97.3164,"WACO MCGREGOR EXEC AP"
"867","USW00053955","36.1906",-94.4908,"SILOAM SPRINGS AP"
"868","USW00053959","35.1400",-90.2358,"W MEMPHIS MUNI AP"
"869","USW00053964","33.2544",-97.5806,"DECATUR MUNI AP"
"870","USW00053965","33.1100",-98.5553,"GRAHAM MUNI AP"
"871","USW00053966","32.4561",-96.9125,"MID WAY RGNL AP"
"872","USW00053967","33.7142",-96.6736,"GRAYSON CO AP"
"873","USW00053970","32.7469",-96.5306,"MESQUITE METRO AP"
"874","USW00053972","32.0836",-97.0972,"HILLSBORO MUNI AP"
"875","USW00053973","30.8719",-96.6222,"HEARNE MUNI AP"
"876","USW00053975","32.5792",-96.7192,"LANCASTER AP"
"877","USW00053976","33.1753",-97.8283,"BRIDGEPORT MUNI AP"
"878","USW00053977","32.4444",-97.8169,"GRANBURY MUNI AP"
"879","USW00053979","30.1692",-96.98,"GIDDINGS LEE CO AP"
"880","USW00053981","32.3539",-97.4339,"CLEBURNE MUNI AP"
"881","USW00053983","30.7836",-98.6619,"LLANO MUNI AP"
"882","USW00053984","32.6986",-97.0467,"GRAND PRAIRIE MUNI AP"
"883","USW00053985","35.2119",-91.7369,"SEARCY MUNI AP"
"884","USW00053996","34.5453",-94.2025,"MENA INTERMOUNTAIN AP"
"885","USW00053997","31.9167",-98.6003,"COMANCHE CO CITY AP"
"886","USW00054704","42.1911",-71.1733,"NORWOOD MEM AP"
"887","USW00054728","44.3658",-71.5522,"WHITEFIELD MT WASHINGTON RGNL"
"888","USW00054733","42.5842",-70.9153,"BEVERLY MUNI AP"
"889","USW00054734","41.3722",-73.4833,"DANBURY MUNI AP"
"890","USW00054737","40.1206",-76.2944,"LANCASTER AP"
"891","USW00054740","43.3422",-72.5214,"SPRINGFIELD HARTNESS STATE AP"
"892","USW00054743","40.8764",-74.2828,"CALDWELL ESSEX CO AP"
"893","USW00054756","42.5700",-72.2869,"ORANGE MUNI AP"
"894","USW00054757","42.1078",-77.9842,"WELLSVILLE MUNI AP"
"895","USW00054767","41.7425",-72.1825,"WILLIMANTIC WINDHAM AP"
"896","USW00054768","42.6972",-73.1697,"N ADAMS HARRIMAN AP"
"897","USW00054769","41.9086",-70.7278,"PLYMOUTH MUNI AP"
"898","USW00054770","42.8067",-72.0014,"JAFFREY MUNI AP SILVER RCH"
"899","USW00054771","44.5328",-72.6153,"MORRISVILLE STOWE STATE AP"
"900","USW00054772","43.9900",-70.95,"FRYEBURG ESTRN SLOPES RGNL AP"
"901","USW00054773","43.3503",-76.3831,"FULTON OSWEGO CO AP"
"902","USW00054777","41.8756",-71.0208,"TAUNTON MUNI AP"
"903","USW00054778","42.6442",-77.0528,"PENN YAN AP"
"904","USW00054779","41.0092",-74.7364,"AEROFLEX-ANDOVER AP"
"905","USW00054780","41.0731",-71.9236,"MONTAUK AP"
"906","USW00054781","42.8936",-73.2489,"BENNINGTON MORSE STATE AP"
"907","USW00054782","40.2381",-75.5547,"HERITAGE FLD AP"
"908","USW00054785","40.6242",-74.6689,"SOMERSET AP"
"909","USW00054786","40.3303",-75.1228,"DOYLESTOWN AP"
"910","USW00054787","40.7344",-73.4164,"FARMINGDALE REPUBLIC AP"
"911","USW00054788","41.5097",-72.8278,"MERIDEN MARKHAM MUNI AP"
"912","USW00054790","40.8211",-72.8675,"SHIRLEY BROOKHAVEN AP"
"913","USW00054791","43.2794",-70.9242,"ROCHESTER SKYHAVEN AP"
"914","USW00054792","41.0464",-78.4111,"CLEARFIELD LAWRENCE AP"
"915","USW00054793","41.1992",-74.6258,"SUSSEX AP"
"916","USW00054831","40.4833",-88.95,"BLOOMINGTON NORMAL AP"
"917","USW00054911","45.1008",-90.3033,"TAYLOR CO AP"
"918","USW00063803","33.9797",-83.9633,"LAWRENCEVILLE AP"
"919","USW00063813","34.0131",-84.5986,"MARIETTA COBB CO AP"
"920","USW00063870","31.0447",-86.312,"FLORALA MUNI AP"
"921","USW00063871","30.8431",-85.6044,"BONIFAY TRI CO AP"
"922","USW00063872","31.9517",-85.1311,"EUFAULA WEEDON FLD AP"
"923","USW00063874","31.8467",-86.6142,"GREENVILLE MAC CRENSHAW MEM AP"
"924","USW00063888","39.8403",-83.84,"SPRINGFIELD BECKLEY AP"
"925","USW00063904","30.5725",-97.4431,"TAYLOR MUNI AP"
"926","USW00064705","40.7769",-79.9497,"BUTLER CO AP"
"927","USW00064709","43.3936",-70.7078,"SANFORD RGNL AP"
"928","USW00064710","41.9206",-71.4911,"NORTH CENTRAL STATE AP"
"929","USW00064776","44.6392",-73.4631,"PLATTSBURGH INTL AP"
"930","USW00073805","30.3486",-85.7883,"NW FLORIDA BEACHES INTL AP"
"931","USW00092802","28.1878",-82.6258,"TAMPA BAY EXEC AP"
"932","USW00092809","25.9994",-80.2411,"HOLLYWOOD N PERRY AP"
"933","USW00092814","29.9592",-81.3397,"ST AUGUSTINE AP"
"934","USW00093005","37.1431",-107.7603,"DURANGO LA PLATA CO AP"
"935","USW00093009","39.2281",-106.3164,"LEADVILLE LAKE CO AP"
"936","USW00093013","38.5053",-107.8981,"MONTROSE RGNL AP"
"937","USW00093026","31.4583",-109.6067,"DOUGLAS (BISBEE) INTL AP"
"938","USW00093027","34.5183",-109.38,"ST JOHNS IND AIR PK"
"939","USW00093033","32.3336",-104.2583,"CAVERN CITY AP"
"940","USW00093037","38.8094",-104.6886,"COLORADO SPRINGS MUNI AP"
"941","USW00093041","32.2833",-106.9167,"LAS CRUCES MUNI AP"
"942","USW00093042","36.0253",-102.5489,"DALHART FAA AP"
"943","USW00093045","33.2369",-107.2686,"TRUTH OR CONSEQUENCES MUNI AP"
"944","USW00093057","35.1653",-107.9022,"GRANTS MILAN MUNI AP"
"945","USW00093058","38.2886",-104.5058,"PUEBLO MEM AP"
"946","USW00093063","32.6333",-108.1667,"SILVER CITY CO AP"
"947","USW00093067","39.5600",-104.8483,"DENVER CENTENNIAL AP"
"948","USW00093069","37.3069",-108.6264,"CORTEZ MONTEZUMA CO AP"
"949","USW00093073","39.2300",-106.8706,"ASPEN PITKIN CO AP SARDY FLD"
"950","USW00093075","38.7500",-109.7628,"MOAB CANYONLAND AP"
"951","USW00093084","32.8567",-109.6361,"SAFFORD MUNI AP"
"952","USW00093097","32.8397",-105.9906,"ALAMOGORDO RGNL AP"
"953","USW00093110","34.2000",-119.2042,"OXNARD VENTURA CO AP"
"954","USW00093123","39.4167",-118.7167,"FALLON CAA AP"
"955","USW00093129","37.7067",-113.0969,"CEDAR CITY AP"
"956","USW00093141","39.6089",-110.7556,"PRICE CARBON CO AP"
"957","USW00093167","35.2575",-113.9342,"KINGMAN AP"
"958","USW00093184","33.6797",-117.8675,"SANTA ANA JOHN WAYNE AP"
"959","USW00093193","36.7800",-119.7203,"FRESNO YOSEMITE INTL"
"960","USW00093197","34.0211",-118.4472,"SANTA MONICA MUNI AP"
"961","USW00093198","37.0500",-113.5167,"ST GEORGE CAA AP"
"962","USW00093205","39.1019",-121.5689,"MARYSVILLE AP (ASOS)"
"963","USW00093209","35.6694",-120.6292,"PASO ROBLES MUNI AP"
"964","USW00093210","39.4942",-121.6222,"OROVILLE MUNI AP"
"965","USW00093225","38.7006",-121.5947,"SACRAMENTO METRO AP"
"966","USW00093227","38.2075",-122.2803,"NAPA CO AP"
"967","USW00093228","37.6589",-122.1211,"HAYWARD AIR TERMINAL"
"968","USW00093230","38.8983",-119.9961,"S LAKE TAHOE AP"
"969","USW00093241","38.3775",-121.9586,"VACAVILLE/NUT TREE AP ASOS"
"970","USW00093242","36.9850",-120.1106,"MADERA MUNI AP"
"971","USW00093706","39.7061",-77.7303,"HAGERSTOWN RGNL AP"
"972","USW00093720","38.3408",-75.5133,"SALISBURY-WICOMICO RGNL AP"
"973","USW00093721","39.1733",-76.6842,"BALTIMORE-WASHINGTON INTL AP"
"974","USW00093730","39.4519",-74.5669,"ATLANTIC CITY INTL AP"
"975","USW00093736","38.1375",-78.455,"CHARLOTTESVILLE ALBEMARLE AP"
"976","USW00093738","38.9347",-77.4472,"WASHINGTON DULLES INTL AP"
"977","USW00093740","34.9894",-78.88,"FAYETTEVILLE RGNL AP GRANNIS F"
"978","USW00093741","37.1322",-76.4939,"NEWPORT NEWS INTL AP"
"979","USW00093759","35.8503",-77.895,"ROCKY MT WILSON AP"
"980","USW00093775","37.7092",-77.4347,"ASHLAND HANOVER CO MUNI AP"
"981","USW00093778","39.9194",-76.8769,"YORK AP"
"982","USW00093780","39.9408",-74.8408,"S JERSEY RGNL AP"
"983","USW00093781","36.4394",-77.7097,"ROANOKE RAPIDS HALIFAX CO AP"
"984","USW00093782","34.7914",-79.3683,"LAURINBURG MAXTON AP"
"985","USW00093783","36.0475",-79.4739,"BURLINGTON ALAMANCE RGNL AP"
"986","USW00093785","35.9333",-79.0642,"CHAPEL HILL WILLIAMS AP"
"987","USW00093786","38.3092",-75.1233,"OCEAN CITY MUNI AP"
"988","USW00093801","34.3483",-85.1617,"ROME R B RUSSELL AP"
"989","USW00093803","35.9667",-85.7833,"SMITHVILLE CAA AP"
"990","USW00093804","34.9167",-81.95,"SPARTANBURG WB AP"
"991","USW00093806","33.2122",-87.6156,"TUSCALOOSA AP ASOS"
"992","USW00093807","36.1333",-80.2244,"WINSTON SALEM REYNOLDS AP"
"993","USW00093808","36.9647",-86.4239,"BOWLING GREEN WARREN CO AP"
"994","USW00093810","37.7833",-89.2453,"CARBONDALE STHRN ILLINOIS AP"
"995","USW00093812","39.1061",-84.4161,"CINCINNATI MUNI AP LUNKEN FLD"
"996","USW00093815","39.9064",-84.2186,"DAYTON INTL AP"
"997","USW00093817","38.0503",-87.5147,"EVANSVILLE RGNL AP"
"998","USW00093820","38.0339",-84.6114,"LEXINGTON BLUEGRASS AP"
"999","USW00093821","38.1775",-85.7308,"LOUISVILLE INTL AP"
"1000","USW00093823","39.4500",-87.3,"TERRE HAUTE CAA AP"
"1001","USW00093824","39.9461",-81.8931,"ZANESVILLE MUNI AP"
"1002","USW00093836","31.2500",-81.4667,"BRUNSWICK GLYNN CO AP"
"1003","USW00093842","32.5164",-84.9422,"COLUMBUS METRO AP"
"1004","USW00093843","31.2333",-85.4333,"DOTHAN FAA AP"
"1005","USW00093845","30.7764",-83.2739,"VALDOSTA RGNL AP"
"1006","USW00093846","34.4981",-82.7092,"ANDERSON FAA AP"
"1007","USW00093862","34.2622",-88.7714,"TUPELO RGNL AP"
"1008","USW00093874","30.4122",-89.0808,"GULFPORT - BILOXI AP"
"1009","USW00093909","38.8222",-94.8903,"OLATHE JOHNSON CO IND AP"
"1010","USW00093915","31.3347",-92.5586,"ALEXANDRIA INTL AP"
"1011","USW00093919","31.1822",-90.4719,"MCCOMB AP"
"1012","USW00093929","33.6514",-97.1969,"GAINESVILLE MUNI AP"
"1013","USW00093937","33.1667",-95.6167,"SULPHUR SPRINGS MUNI AP"
"1014","USW00093947","30.2433",-98.9097,"FREDERICKSBURG GILLESPIE CO AP"
"1015","USW00093950","34.8825",-95.7817,"MCALESTER RGNL AP"
"1016","USW00093967","37.0911",-95.5725,"COFFEYVILLE MUNI AP"
"1017","USW00093983","31.7797",-95.7064,"PALESTINE MUNI AP"
"1018","USW00093985","32.7817",-98.0603,"MINERAL WELLS AP"
"1019","USW00093986","34.9892",-99.0528,"HOBART MUNI AP"
"1020","USW00093987","31.2358",-94.7547,"LUFKIN ANGELINA CO AP"
"1021","USW00093989","39.9372",-91.1967,"QUINCY RGNL AP"
"1022","USW00093990","39.3742",-99.83,"HILL CITY MUNI AP"
"1023","USW00093991","36.1253",-90.9244,"WALNUT RIDGE MUNI AP"
"1024","USW00093996","37.7667",-90.4,"FARMINGTON FAA AP"
"1025","USW00093997","38.8725",-98.8092,"RUSSELL MUNI AP"
"1026","USW00093999","32.2333",-90.9333,"VICKSBURG CAA AP 2"
"1027","USW00094012","48.5425",-109.7644,"HAVRE AP ASOS"
"1028","USW00094017","48.0942",-105.5783,"WOLF PT INTL AP"
"1029","USW00094023","44.3397",-105.5417,"GILLETTE CAMPBELL CO AP"
"1030","USW00094025","40.4811",-107.2175,"HAYDEN YAMPA VALLEY AP"
"1031","USW00094028","47.7167",-104.1833,"SIDNEY RICHLAND MUNI AP"
"1032","USW00094030","40.4431",-109.5128,"VERNAL MUNI AP"
"1033","USW00094032","43.7331",-103.615,"CUSTER CO AP"
"1034","USW00094035","40.4500",-105.0167,"FT COLLINS LOVELAND AP"
"1035","USW00094038","46.0108",-102.6517,"HETTINGER MUNI AP"
"1036","USW00094039","43.0261",-102.52,"PINE RIDGE AP"
"1037","USW00094040","40.2039",-100.5903,"MCCOOK MUNI AP"
"1038","USW00094050","40.0444",-107.8883,"MEEKER AP"
"1039","USW00094051","47.3258",-106.9486,"JORDAN AP"
"1040","USW00094052","45.5494",-100.4086,"MOBRIDGE MUNI AP"
"1041","USW00094053","42.0614",-104.1583,"TORRINGTON MUNI AP"
"1042","USW00094054","44.3811",-106.7194,"BUFFALO JOHNSON CO AP"
"1043","USW00094055","46.3519",-104.2614,"BAKER MUNI AP"
"1044","USW00094056","45.0325",-102.02,"FAITH MUNI AP"
"1045","USW00094057","42.7961",-105.3806,"CONVERSE CO AP ASOS"
"1046","USW00094107","42.5903",-117.8644,"ROME STATE AP"
"1047","USW00094119","47.9742",-117.4292,"DEER PARK AP"
"1048","USW00094128","41.7864",-111.8519,"LOGAN CACHE AP"
"1049","USW00094129","46.7439",-117.1158,"PULLMAN MOSCOW RGNL AP"
"1050","USW00094178","42.4786",-114.4775,"TWIN FALLS SUN VALLEY RGNL AP"
"1051","USW00094182","44.8942",-116.0997,"MCCALL AP"
"1052","USW00094185","43.5947",-118.9578,"BURNS MUNI AP"
"1053","USW00094194","43.8322",-111.8075,"REXBURG MADISON CO AP"
"1054","USW00094224","46.1569",-123.8833,"ASTORIA AP (PORT OF)"
"1055","USW00094225","46.9728",-123.9308,"HOQUIAM BOWERMAN AP"
"1056","USW00094227","47.2383",-123.1414,"SHELTON AP"
"1057","USW00094236","42.1469",-121.7256,"KLAMATH FALLS INTL AP"
"1058","USW00094239","47.3975",-120.2011,"WENATCHEE PANGBORN MEM AP"
"1059","USW00094240","47.9369",-124.5575,"QUILLAYUTE AP"
"1060","USW00094248","47.4950",-122.2144,"RENTON MUNI AP"
"1061","USW00094261","45.5475",-122.9558,"PORTLAND-HILLSBORO AP"
"1062","USW00094266","48.1219",-123.5067,"PORT ANGELES FAIRCHILD INTL AP"
"1063","USW00094273","45.1958",-123.1339,"MCMINNVILLE MUNI AP"
"1064","USW00094274","47.2675",-122.5761,"TACOMA NARROWS AP"
"1065","USW00094276","48.5200",-123.0264,"FRIDAY HARBOR AP"
"1066","USW00094281","45.2467",-122.7708,"AURORA STATE AP"
"1067","USW00094285","42.1667",-120.4,"LAKEVIEW LAKE CO AP"
"1068","USW00094298","45.6211",-122.6542,"VANCOUVER PEARSON AP"
"1069","USW00094299","41.4836",-120.5614,"ALTURAS MUNI AP"
"1070","USW00094623","43.9639",-69.7114,"WISCASSET AP"
"1071","USW00094624","41.6878",-69.993,"CHATHAM MUNI AP"
"1072","USW00094700","44.5761",-71.1783,"BERLIN MUNI AP"
"1073","USW00094702","41.1642",-73.1267,"IGOR I SIKORSKY MEM AP"
"1074","USW00094704","42.5697",-77.7142,"DANSVILLE MUNI AP"
"1075","USW00094705","44.2050",-72.5656,"MONTPELIER AP"
"1076","USW00094720","41.6719",-70.2697,"HYANNIS BARNSTABLE MUNI AP"
"1077","USW00094723","42.7125",-71.1256,"LAWRENCE MUNI AP"
"1078","USW00094725","44.9333",-74.8483,"MASSENA INTL AP"
"1079","USW00094726","41.6792",-70.9592,"NEW BEDFORD MUNI AP"
"1080","USW00094732","40.0789",-75.0133,"NE PHILA AP"
"1081","USW00094733","44.6872",-73.5231,"PLATTSBURGH CLINTON CO AP"
"1082","USW00094737","43.5333",-72.95,"RUTLAND STATE AP"
"1083","USW00094740","44.3928",-74.2028,"SARANAC LK ADIRONDACK RGNL AP"
"1084","USW00094741","40.8589",-74.0561,"TETERBORO AP"
"1085","USW00094745","41.0622",-73.7044,"WESTCHESTER CO AP"
"1086","USW00094765","43.6269",-72.3053,"LEBANON MUNI AP"
"1087","USW00094789","40.6392",-73.7639,"JFK INTL AP"
"1088","USW00094790","43.9886",-76.0261,"WATERTOWN AP"
"1089","USW00094793","41.1667",-71.5833,"BLOCK ISLAND STATE AP"
"1090","USW00094794","43.1450",-75.3839,"UTICA ONEIDA CO AP"
"1091","USW00094814","44.3592",-84.6739,"HOUGHTON LAKE ROSCOMMON CO AP"
"1092","USW00094815","42.2283",-85.5461,"KALAMAZOO BATTLE CREEK INTL AP"
"1093","USW00094817","42.6631",-83.4103,"PONTIAC OAKLAND CO INTL AP"
"1094","USW00094818","42.7586",-87.8178,"RACINE BATTEN AP"
"1095","USW00094822","42.1933",-89.0933,"ROCKFORD GTR ROCKFORD AP"
"1096","USW00094830","41.5869",-83.8053,"TOLEDO EXPRESS AP"
"1097","USW00094846","41.9603",-87.9317,"CHICAGO OHARE INTL AP"
"1098","USW00094847","42.2311",-83.3311,"DETROIT METRO AP"
"1099","USW00094849","45.0717",-83.5644,"ALPENA CO RGNL AP"
"1100","USW00094853","45.7333",-87.0833,"ESCANABA DELTA CO AP"
"1101","USW00094855","43.9872",-88.5564,"OSHKOSH WITTMAN RGNL AP"
"1102","USW00094870","40.0325",-88.2756,"CHAMPAIGN URBANA WILLARD AP"
"1103","USW00094889","42.2239",-83.7397,"ANN ARBOR MUNI AP"
"1104","USW00094892","41.8964",-88.2511,"CHICAGO W CHICAGO DUPAGE AP"
"1105","USW00094893","45.8133",-88.1131,"IRON MTN FORD AP"
"1106","USW00094895","40.2344",-85.3936,"MUNCIE DELAWARE CO AP"
"1107","USW00094908","42.3983",-90.7092,"DUBUQUE RGNL AP"
"1108","USW00094910","42.5544",-92.4014,"WATERLOO MUNI AP"
"1109","USW00094929","46.5467",-90.9183,"ASHLAND KENNEDY MEM AP"
"1110","USW00094931","47.3803",-92.8325,"HIBBING CHISHOLM HIBBING AP"
"1111","USW00094938","46.4019",-94.1272,"BRAINERD CROW WING CO AP"
"1112","USW00094943","43.7667",-99.3183,"CHAMBERLAIN MUNI AP"
"1113","USW00094946","41.4367",-99.6386,"BROKEN BOW MUNI AP"
"1114","USW00094948","43.6500",-94.4167,"FAIRMONT MUNI AP"
"1115","USW00094949","40.6003",-98.4264,"HASTINGS MUNI AP"
"1116","USW00094950","43.7742",-98.0383,"MITCHELL AP"
"1117","USW00094960","45.0622",-93.3511,"MINNEAPOLIS CRYSTAL AP"
"1118","USW00094961","48.7261",-94.6122,"BAUDETTE INTL AP"
"1119","USW00094963","44.8322",-93.4706,"MINNEAPOLIS FLYING CLOUD AP"
"1120","USW00094967","46.8997",-95.0669,"PARK RAPIDS MUNI AP"
"1121","USW00094971","43.4008",-94.7478,"ESTHERVILLE MUNI AP"
"1122","USW00094973","46.0303",-91.4425,"HAYWARD MUNI AP"
"1123","USW00094978","41.7631",-96.1797,"TEKAMAH MUNI AP"
"1124","USW00094985","44.6378",-90.1875,"MARSHFIELD MUNI AP"
"1125","USW00094988","42.1106",-92.9164,"MARSHALLTOWN MUNI AP"
"1126","USW00094989","41.9906",-93.6186,"AMES MUNI AP"
"1127","USW00094991","40.6306",-93.9006,"LAMONI MUNI AP"
"1128","USW00094993","45.6689",-96.9919,"SISSETON MUNI AP"
"1129","USW00094994","43.1561",-90.6775,"BOSCOBEL AP"
